gene	product	promoter_name	promoter_pos	gene_start_pos	map_start_pos	map_end_pos
galU	UTP—glucose-1-phosphate uridylyltransferase	galUp (No high-quality experim. ev.)	1291405	1291457	1291457	1292365
hns	DNA-binding transcriptional dual regulator H-NS	hnsp (Experim. ev.)	1292958	1292922	1292922	1292509
tdk	thymidine kinase / deoxyuridine kinase	tdkp8 (No high-quality experim. ev.)	1293493	1293527	1293527	1294144
insZ	putative transposase InsZ				1295322	1294426
adhE	alcohol dehydrogenase/aldehyde-dehydrogenase	adhEp1 (Experim. ev.)	1298413	1298121	1298121	1295446
ychE	putative inner membrane protein				1298598	1299245
insH21	IS5 transposase and trans-activator				1299531	1300547
oppA	oligopeptide ABC transporter periplasmic binding protein	oppAp (No high-quality experim. ev.)	1301085	1301182	1301182	1302813
oppB	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB	oppAp (No high-quality experim. ev.)	1301085	1301182	1302899	1303819
oppC	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC				1303834	1304742
oppD	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppD				1304754	1305767
oppF	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppF				1305764	1306768
yciU	DUF440 domain-containing protein YciU	yciUp4 (No high-quality experim. ev.)	1307359	1307150	1307150	1306821
clsA	cardiolipin synthase A	clsAp (Experim. ev.)	1308673	1308645	1308645	1307185
yciY	uncharacterized protein YciY				1308788	1308961
kch	voltage-gated K+channel	kchp (No high-quality experim. ev.)	1310523	1310269	1310269	1309016
yciI	protein YciI	yciIp (Experim. ev.)	1310892	1310865	1310865	1310569
tonB	Ton complex subunit TonB	tonBp (Experim. ev.)	1311054	1311089	1311089	1311808
yciA	acyl-CoA thioesterase YciA	yciAp8 (No high-quality experim. ev.)	1312414	1312246	1312246	1311848
yciB	inner membrane protein	yciBp3 (No high-quality experim. ev.)	1313055	1312890	1312890	1312351
yciC	putative inner membrane protein	yciCp (No high-quality experim. ev.)	1313698	1313663	1313663	1312920
ompW	outer membrane protein W	ompWp (Experim. ev.)	1313991	1314020	1314020	1314658
yciE	DUF892 domain-containing protein YciE	yciEp (No high-quality experim. ev.)	1315396	1315224	1315224	1314718
yciF	DUF892 domain-containing protein YciF	yciGp (No high-quality experim. ev.)	1316092	1316035	1315770	1315270
yciG	stress-induced bacterial acidophilic repeat motifs-containing protein YciG	yciGp (No high-quality experim. ev.)	1316092	1316035	1316035	1315856
trpA	tryptophan synthase subunit α	trpAp7 (No high-quality experim. ev.)	1317339	1317222	1317222	1316416
trpB	tryptophan synthase, β subunit dimer	trpCp (Experim. ev.)	1319944	1319788	1318415	1317222
trpC	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	trpCp (Experim. ev.)	1319944	1319788	1319788	1318427
trpD	anthranilate synthase subunit TrpD	trpLp (Experim. ev.)	1323108	1323082	1321384	1319789
trpE	anthranilate synthase subunit TrpE	trpLp (Experim. ev.)	1323108	1323082	1322946	1321384
trpL	trpoperon leader peptide	trpLp (Experim. ev.)	1323108	1323082	1323082	1323038
yciV	RNA/ssDNA 5'→3' exonuclease	yciVp (Experim. ev.)	1323188	1323220	1323220	1324101
yciO	putative RNA-binding protein YciO	yciVp (Experim. ev.)	1323188	1323220	1324098	1324718
yciQ	DUF2207 domain-containing protein YciQ	yciVp (Experim. ev.)	1323188	1323220	1324746	1326641
rluB	23S rRNA pseudouridine2605synthase				1326852	1327727
btuR	cobinamide/cobalamin adenosyltransferase				1328357	1327767
yciK	putative oxidoreductase				1329112	1328354
sohB	S49 peptidase family protein	sohBp1 (No high-quality experim. ev.)	1329284	1329332	1329332	1330381
yciN	protein YciN	yciNp5 (No high-quality experim. ev.)	1330803	1330668	1330668	1330417
topA	DNA topoisomerase 1	topAp5 (Experim. ev.)	1330789	1331048	1331048	1333645
cysB	DNA-binding transcriptional dual regulator CysB	cysBp (No high-quality experim. ev.)	1333788	1333855	1333855	1334829
ymiA	uncharacterized protein YmiA	ymiAp7 (No high-quality experim. ev.)	1335056	1335148	1335148	1335288
yciX	uncharacterized protein YciX	ymiAp7 (No high-quality experim. ev.)	1335056	1335148	1335291	1335458
ymiC	protein YmiC				1335572	1335667
acnA	aconitate hydratase A	acnAp2 (Experim. ev.)	1335781	1335831	1335831	1338506
ribA	GTP cyclohydrolase 2	ribAp2 (Experim. ev.)	1339234	1339160	1339160	1338570
pgpB	phosphatidylglycerophosphatase B	pgpBp6 (No high-quality experim. ev.)	1339162	1339330	1339330	1340094
lapA	lipopolysaccharide assembly protein A	lapAp1 (Experim. ev.)	1340135	1340243	1340243	1340551
lapB	lipopolysaccharide assembly protein B	lapAp1 (Experim. ev.)	1340135	1340243	1340558	1341727
pyrF	orotidine-5'-phosphate decarboxylase	pyrFp (Experim. ev.)	1341870	1341921	1341921	1342658
yciH	putative translation factor				1342658	1342984
osmB	osmotically-inducible lipoprotein OsmB	osmBp1 (Experim. ev.)	1343476	1343328	1343328	1343110
yciT	putative DNA-binding transcriptional regulator YciT	yciTp1 (No high-quality experim. ev.)	1344544	1344346	1344346	1343597
yciZ	UPF0509 protein YciZ	yciZp (Experim. ev.)	1344638	1344609	1344609	1344436
pdeR	cyclic di-GMP phosphodiesterase PdeR				1346742	1344757
ymiB	putative protein YmiB				1346796	1346900
rnb	RNase II				1348912	1346978
yciW	putative oxidoreductase	yciWp4 (No high-quality experim. ev.)	1350236	1350107	1350107	1348980
fabI	enoyl-[acyl-carrier-protein] reductase	fabIp (Experim. ev.)	1351121	1351039	1351039	1350251
ycjD	DUF559 domain-containing protein YcjD				1351760	1351407
sapF	putrescine ABC exporter ATP binding protein SapF	sapFp5 (No high-quality experim. ev.)	1352657	1352634	1352634	1351828
sapD	putrescine ABC exporter ATP binding protein SapD				1353628	1352636
sapC	putrescine ABC exporter membrane protein SapC				1354518	1353628
sapB	putrescine ABC exporter membrane subunit SapB				1355470	1354505
sapA	putative periplasmic binding protein SapA				1357110	1355467
ymjA	DUF2543 domain-containing protein YmjA	ymjAp5 (No high-quality experim. ev.)	1357810	1357668	1357668	1357423
puuP	putrescine:H+symporter PuuP	puuPp (No high-quality experim. ev.)	1359373	1359341	1359187	1357802
ymjE	protein YmjE				1359341	1359177
puuA	glutamate-putrescine ligase	puuAp (Experim. ev.)	1360968	1360908	1360908	1359490
puuD	γ-glutamyl-γ-aminobutyrate hydrolase	puuDp (Experim. ev.)	1361052	1361120	1361120	1361884
puuR	DNA-binding transcriptional repressor PuuR	puuDp (Experim. ev.)	1361052	1361120	1361911	1362468
puuC	γ-glutamyl-γ-aminobutyraldehyde dehydrogenase	puuCp (Experim. ev.)	1362728	1362743	1362743	1364230
puuB	γ-glutamylputrescine oxidase	puuCp (Experim. ev.)	1362728	1362743	1364232	1365512
puuE	4-aminobutyrate aminotransferase PuuE	puuCp (Experim. ev.)	1362728	1362743	1365550	1366815
pspF	DNA-binding transcriptional dual regulator PspF	pspFp3 (Experim. ev.)	1368040	1367912	1367912	1366935
pspA	phage shock protein A	pspAp (Experim. ev.)	1368038	1368079	1368079	1368747
pspB	phage shock protein B				1368801	1369025
pspC	phage shock protein C	pspAp (Experim. ev.)	1368038	1368079	1369025	1369384
pspD	phage shock protein D	pspAp (Experim. ev.)	1368038	1368079	1369393	1369614
pspE	thiosulfate sulfurtransferase PspE	pspAp (Experim. ev.)	1368038	1368079	1369689	1370003
ycjM	glucosylglycerate phosphorylase				1370216	1371895
ycjN	putative ABC transporter periplasmic binding protein YcjN				1371909	1373201
ycjO	putative ABC transporter membrane subunit YcjO				1373222	1374103
ycjP	putative ABC transporter membrane subunit YcjP				1374090	1374932
ycjQ	D-guloside 3-dehydrogenase				1374963	1376015
ycjR	3-dehydro-D-guloside 4-epimerase				1376034	1376822
ycjS	D-glucoside 3-dehydrogenase				1376832	1377887
ycjT	kojibiose phosphorylase	ycjMp4 (No high-quality experim. ev.)	1370003	1370216	1377884	1380151
ycjU	β-phosphoglucomutase	ycjMp4 (No high-quality experim. ev.)	1370003	1370216	1380148	1380807
ycjV	putative ABC transporter ATP-binding protein YcjV				1380821	1381789
ymjB	hypothetical protein YmjB				1381789	1381902
ompG	outer membrane porin G	ycjMp4 (No high-quality experim. ev.)	1370003	1370216	1381947	1382852
ycjW	DNA-binding transcriptional repressor YcjW	ycjWp2 (No high-quality experim. ev.)	1383991	1383961	1383961	1382963
ycjX	DUF463 domain-containing protein YcjX	ycjXp (Experim. ev.)	1384069	1384117	1384117	1385514
ycjF	DUF697 domain-containing inner membrane protein YcjF	ycjXp (Experim. ev.)	1384069	1384117	1385511	1386572
tyrR	DNA-binding transcriptional dual regulator TyrR	tyrRp (Experim. ev.)	1386692	1386720	1386720	1388261
tpx	lipid hydroperoxide peroxidase	tpxp (Experim. ev.)	1388844	1388811	1388811	1388305
ycjG	L-Ala-D/L-Glu epimerase	ycjGp (Experim. ev.)	1388874	1388930	1388930	1389895
mpaA	murein tripeptide amidase A	mpaAp4 (No high-quality experim. ev.)	1390639	1390598	1390598	1389870
ymjC	putative uncharacterized protein YmjC				1390862	1390680
ymjD	uncharacterized protein YmjD				1390933	1390868
ycjY	putative hydrolase YcjY	ycjYp6 (No high-quality experim. ev.)	1392072	1391853	1391853	1390933
pgrR	DNA-binding transcriptional repressor PgrR	ycjZp7 (No high-quality experim. ev.)	1391872	1391991	1391991	1392890
mppA	murein tripeptide ABC transporter periplasmic binding protein	mppAp5 (No high-quality experim. ev.)	1393054	1393227	1393227	1394840
ynaI	small conductance mechanosensitive channel YnaI				1395922	1394891
insH-4	IS5 transposase and trans-activator	insHp7 (No high-quality experim. ev.)	1395971	1396076	1396076	1397092
ynaJ	DUF2534 domain-containing protein YnaJ				1397365	1397622
uspE	universal stress protein with a role cellular motility	uspEp (Experim. ev.)	1398659	1398622	1398622	1397672
fnr	DNA-binding transcriptional dual regulator FNR	fnrp (No high-quality experim. ev.)	1399552	1399526	1399526	1398774
ogt	methylated-DNA—[protein]-cysteineS-methyltransferase				1400236	1399721
abgT						
abgB	p-aminobenzoyl-glutamate hydrolase subunit B				1403255	1401810
abgA	p-aminobenzoyl-glutamate hydrolase subunit A				1404565	1403255
abgR	putative LysR-type DNA-binding transcriptional regulator AbgR				1404741	1405649
mcaS	small regulatory RNA McaS				1405751	1405659
smrA	DNA endonuclease SmrA	smrAp1 (No high-quality experim. ev.)	1405936	1405979	1405979	1406542
dgcM	diguanylate cyclase DgcM				1407795	1406563
zntB	Zn2+:H+symporter	ydaNp (Experim. ev.)	1408024	1408050	1408050	1409033
fnrS	small regulatory RNA FnrS	fnrSp (Experim. ev.)	1409129	1409129	1409129	1409247
ynaL	protein YnaL				1409308	1409481
dbpA	ATP-dependent RNA helicase DbpA	dbpAp2 (No high-quality experim. ev.)	1409338	1409511	1409511	1410884
ttcA	tRNA cytosine322-sulfurtransferase TtcA	ttcAp5 (No high-quality experim. ev.)	1411985	1411948	1411948	1411013
intR	Rac prophage; putative integrase				1413235	1412000
xisR	Rac prophage; excisionase				1413452	1413237
rcbA	Rac prophage; double-strand break reduction protein				1413740	1413531
ralA	Rac prophage; antitoxin RalA				1413556	1413734
ralR	Rac prophage; endodeoxyribonuclease toxin RalR				1413927	1413733
recT	Rac prophage; recombinase, DNA renaturation				1414793	1413984
recE	Rac prophage; exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific				1417386	1414786
racC	Rac prophage; protein RacC	racCp6 (No high-quality experim. ev.)	1417815	1417763	1417763	1417488
ydaE	Rac prophage; zinc-binding protein	ydaEp5 (No high-quality experim. ev.)	1418219	1418008	1418008	1417838
kilR	Rac prophage; inhibitor of FtsZ				1418229	1418008
sieB	Rac prophage; phage superinfection exclusion protein				1418671	1419159
ydaF	Rac prophage; DUF1391 domain-containing protein YdaF				1419311	1419156
ydaG	Rac prophage; uncharacterized protein YdaG				1419456	1419322
racR	Rac prophage; DNA-binding transcriptional repressor RacR	racRp4 (No high-quality experim. ev.)	1420449	1420241	1420241	1419765
ydaS	Rac prophage; toxin YdaS	ydaSp3 (No high-quality experim. ev.)	1420170	1420365	1420365	1420661
ydaT	Rac prophage; protein YdaT				1420684	1421106
ydaU	Rac prophage; DUF1376 domain-containing protein YdaU				1421119	1421976
ydaV	Rac prophage; putative ATP-binding protein YdaV				1421983	1422729
ydaW	Rac prophage; putative uncharacterized protein YdaW				1422752	1423312
rzpR	Rac prophage; putative endopeptidase RzpR				1423345	1423644
rzoR	Rac prophage; putative prophage outer membrane lipoprotein RzoR				1423400	1423585
trkG	Rac prophage; K+transporter TrkG	trkGp7 (No high-quality experim. ev.)	1423671	1423782	1423782	1425239
ynaK	Rac prophage; ParB-like nuclease domain-containing protein YnaK				1425377	1425640
ydaY	Rac prophage; putative uncharacterized protein YdaY	ynaKp10 (No high-quality experim. ev.)	1425219	1425377	1425621	1425980
ynaA	Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA				1426454	1427482
lomR						
stfR	Rac prophage; putative prophage side tail fiber protein StfR				1429049	1432411
tfaR	Rac prophage; putative tail fiber assembly protein TfaR				1432411	1432986
pinR	Rac prophage; putative site-specific recombinase				1433674	1433084
ynaE	Rac prophage; uncharacterized protein YnaE				1434224	1433991
ynaM	Rac prophage; protein YnaM				1434406	1434293
ttcC	putative tRNA 2-thiocytidine (s(2)C32) synthase				1435008	1434958
uspF	nucleotide binding filament protein	uspFp (Experim. ev.)	1435641	1435619	1435619	1435185
ompN	outer membrane porin N	ompNp3 (No high-quality experim. ev.)	1437079	1436893	1436893	1435760
micC	small regulatory RNA MicC	micCp (Experim. ev.)	1437121	1437121	1437121	1437229
ydbK	putative pyruvate-flavodoxin oxidoreductase	ydbKp4 (No high-quality experim. ev.)	1440846	1440784	1440784	1437260
ydbJ	DUF333 domain-containing protein YdbJ	ydbJp1 (No high-quality experim. ev.)	1440856	1441058	1441058	1441324
hslJ	lipoprotein implicated in Novobiocin resistance	hslJp (Experim. ev.)	1441780	1441743	1441743	1441321
ldhA	D-lactate dehydrogenase	ldhAp (Experim. ev.)	1442915	1442843	1442843	1441854
ydbH	PF11739 family protein YdbH	ydbHp9 (No high-quality experim. ev.)	1442900	1443051	1443051	1445690
ynbE	lipoprotein YnbE				1445687	1445872
ydbL	DUF1318 domain-containing protein YdbL				1445880	1446206
feaR	DNA-binding transcriptional activator FeaR	feaRp3 (Experim. ev.)	1447394	1447283	1447283	1446378
feaB	phenylacetaldehyde dehydrogenase	feaBp2 (Experim. ev.)	1447370	1447519	1447519	1449018
tynA	copper-containing amine oxidase				1451349	1449076
paaZ	oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	paaZp (Experim. ev.)	1453670	1453642	1453642	1451597
paaA	phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit	paaAp (Experim. ev.)	1453865	1453927	1453927	1454856
paaB	phenylacetyl-CoA 1,2-epoxidase subunit B	paaAp (Experim. ev.)	1453865	1453927	1454868	1455155
paaC	phenylacetyl-CoA 1,2-epoxidase, structural subunit				1455164	1455910
paaD	phenylacetate degradation protein	paaAp (Experim. ev.)	1453865	1453927	1455925	1456422
paaE	phenylacetyl-CoA 1,2-epoxidase, reductase subunit				1456430	1457500
paaF	putative 2,3-dehydroadipyl-CoA hydratase	paaAp (Experim. ev.)	1453865	1453927	1457497	1458264
paaG	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)				1458264	1459052
paaH	3-hydroxyadipyl-CoA dehydrogenase				1459054	1460481
paaI	phenylacetyl-CoA thioesterase				1460471	1460893
paaJ	β-ketoadipyl-CoA thiolase	paaJp3 (Experim. ev.)	1460644	1460893	1460893	1462098
paaK	phenylacetate-CoA ligase				1462125	1463438
paaX	DNA-binding transcriptional repressor PaaX				1463539	1464489
paaY	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase	paaXp (Experim. ev.)	1463509	1463539	1464471	1465061
ynbG	uncharacterized protein YnbG				1465230	1465165
insD-2	IS2 insertion element protein InsB				1468826	1467921
ydbA						
ydbA						
pdxI	pyridoxine 4-dehydrogenase	pdxIp1 (No high-quality experim. ev.)	1474188	1474221	1474221	1475081
ydbD	DUF2773 domain-containing protein YdbD				1475144	1477450
ynbA	CDP-alcohol phosphatidyltransferase domain-containing protein YnbA				1477621	1478226
ynbB	putative CDP-diglyceride synthase				1478226	1479122
ynbC	hydrolase/methyltransferase domain-containing protein YnbC				1479138	1480895
ynbD	phosphatase domain-containing protein YnbD				1480909	1482201
azoR	FMN dependent NADH:quinone oxidoreductase	azoRp8 (No high-quality experim. ev.)	1482991	1482860	1482860	1482255
hrpA	ATP-dependent RNA helicase HrpA				1483061	1486963
ydcF	DUF218 domain-containing protein YdcF				1487235	1488035
aldA	aldehyde dehydrogenase A, NAD-linked	aldAp (Experim. ev.)	1488190	1488232	1488232	1489671
gapC	glyceraldehyde-3-phosphate dehydrogenase				1490713	1489713
cybB	superoxide oxidase	cybBp5 (No high-quality experim. ev.)	1490761	1490902	1490902	1491432
rydC	small regulatory RNA RydC				1491506	1491443
ydcA	protein YdcA	ydcAp6 (No high-quality experim. ev.)	1491647	1491677	1491677	1491850
hokB	toxin HokB				1492071	1491922
mokB	putative regulatory protein MokB	mokBp3 (No high-quality experim. ev.)	1492305	1492129	1492129	1491962
sokB	putative small regulatory RNA SokB	sokBp3 (No high-quality experim. ev.)	1492116	1492119	1492119	1492174
trg	methyl-accepting chemotaxis protein Trg - ribose/galactose/glucose-sensing				1492470	1494110
ydcI	DNA-binding transcriptional repressor YdcI	ydcIp (Experim. ev.)	1495134	1495071	1495071	1494148
ydcJ	DUF1338 domain-containing protein YdcJ				1495288	1496631
opgD	glucan biosynthesis protein D	opgDp4 (No high-quality experim. ev.)	1496645	1496856	1496856	1498511
ydcH	protein YdcH				1498651	1498875
rimL	ribosomal-protein-L12-serineN-acetyltransferase				1498938	1499477
ydcK	putative enzyme YdcK	ydcKp8 (No high-quality experim. ev.)	1500640	1500449	1500449	1499469
tehA	tellurite resistance protein	tehAp (Experim. ev.)	1500536	1500573	1500573	1501565
tehB	tellurite methyltransferase				1501562	1502155
ydcL	DUF3313 domain-containing lipoprotein YdcL	ydcLp7 (No high-quality experim. ev.)	1502323	1502457	1502457	1503125
